鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號８樓之１２,0.0,,,,1140121,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,32.06,1,0,1,有,有,有,6850,214,,0.0,0,嘉義縣政府包租代管計畫。管理費150元由出租人負擔。,RPPNMLNLJHKGFBQ78CC,獨立套房,有,1140210~1150209,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市中山路一段２２８巷１９弄３０號５樓３,0.0,,,,1140122,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0821006,48.449999999999996,1,0,1,有,有,有,7000,144,,0.0,0,嘉義縣政府包租代管計畫。管理費500元由出租人負擔。,RPPNMLNLJHKGFDQ98CC,獨立套房,有,1140125~1150124,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
太保市,租賃房屋,嘉義縣太保市春珠８７-５號,0.0,,,,1140123,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,1120118,16.8,7,1,7,有,無,有,8000,476,,0.0,0,,RPPNMLPLJHKGFDQ56CC,分租套房,無,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
民雄鄉,租賃房屋,嘉義縣民雄鄉文隆村建國路二段２２７號,0.0,,,,1140124,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土加強磚造,0690715,19.89,6,1,7,有,無,有,5000,251,,0.0,0,,RPQNMLNJKHKGFCQ88CC,分租套房,無,1140201~1140731,無,冷氣、熱水器、電視機、冰箱,一般轉租
民雄鄉,租賃房屋,嘉義縣民雄鄉文隆村建國路二段２２７號,0.0,,,,1140124,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土加強磚造,0690715,19.89,6,1,7,有,無,有,5000,251,,0.0,0,,RPRNMLNJKHKGFCQ98CC,分租套房,無,1140201~1140731,無,冷氣、熱水器、電視機、冰箱,一般轉租
太保市,租賃房屋,嘉義縣太保市頂港子墘４０之７號一樓之１９,0.0,,,,1140126,土地0建物1車位0,一層,5,其他,集合住宅,鋼筋混凝土造,0940815,21.71,1,1,1,有,有,有,5300,244,,0.0,0,管理費300元,RPPNMLLKKHKGFDQ78CC,獨立套房,有,1140126~1150125,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市崙頂里崙子頂２之５號，３０之３２號,0.0,,,,1140122,土地0建物2車位0,見其他登記事項,1,工廠,農舍,鋼鐵造,0850727,328.62,0,0,0,無,無,無,75000,,,0.0,0,含有多個門牌且未個別計算租金崙頂里崙子頂2之5號30之32號；租賃期間有約定不同租金114/4/1-119/3/31 租金75000119/4/1-122/3/31 租金80000；,RPPNMLMKKHKGFDQ88CC,,無,1140401~1220331,無,,
太保市,租賃房屋,嘉義縣太保市頂港子墘４０-８號５樓之３０,0.0,,,,1140124,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,16.15,1,0,1,有,有,有,9000,557,,0.0,0,,RPQNMLRKKHKGFDQ86CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
