鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路,25.76,住,,,1140124,土地3建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.58,3,2,2,有,無,12230000,96112,坡道平面,33.54,1750000,,RPPNMLPLJHKGFBM48CB,富森林,A3棟3F號,
南投市,房地(土地+建物),南投縣南投市成功東路,67.97,住,,,1140123,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,137.15,4,2,4,有,無,13000000,94787,,0.0,0,,RPPNMLRLJHKGFAM58CB,首富成功,C棟26號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮大禮路,43.81,住,,,1140121,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.42,3,2,2,有,無,9800000,103688,坡道平面,29.55,1000000,,RPRNMLOJKHKGFDM68CB,竹山恆美,B棟10A3號,
草屯鎮,房地(土地+建物),南投縣草屯鎮頂園段富德街,105.9,農,,,1140122,土地3建物1車位0,全,3,透天厝,見使用執照,鋼筋混凝土造,,192.23,4,2,5,有,無,15880000,82609,,0.0,0,前院停車,RPPNMLQJKHKGFBM48CB,原森二期,A棟2號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮大同街,26.56,,特定農業區,甲種建築用地,1140126,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.61,2,2,2,有,無,8030000,88622,其他,0.0,600000,該停車位位於法定空地上。,RPQNMLTKKHKGFCM09CB,幸福大邑,D棟8號,
