鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
北屯區,租賃房屋+車位,臺中市北屯區崇德十六路２８３號２樓之５,0.0,,,,1140123,土地0建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990927,107.66,2,2,1,有,有,有,18255,201,坡道機械,18.18,255,社會住宅包租代管公會版。另有管理費1895元；停車位管理費350元。續租案件；,RPWPMLSKKHKGFBB68CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區中清路二段５５２巷８弄３１號５樓,0.0,,,,1140123,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811012,69.48,2,2,2,有,無,有,15000,216,,0.0,0,社會住宅包租代管公會版。多人共同承租2；,RPXPMLSKKHKGFBB78CC,整棟(戶)出租,無,1140216~1150215,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋+車位,臺中市西屯區國安一路１０５號４F-３,11.57,住,,,1140124,土地1建物1車位1,四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971127,74.12,1,1,1,有,有,有,20000,270,坡道機械,0.0,0,,RPUNMLSKKHKGFCB38CC,,有,1140124~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
豐原區,租賃房屋,臺中市豐原區向陽路４８號４樓之１２,0.0,,,,1140122,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860602,35.58,1,0,1,有,有,有,8000,225,,0.0,0,續租案件；,RPPNMLSKKHKGFDB97CC,獨立套房,有,1140319~1150318,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
龍井區,租賃房屋,臺中市龍井區新興路３巷１６號２樓,0.0,,,,1140127,土地0建物0車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820317,10.0,15,0,15,有,無,有,6500,650,,0.0,0,租金總額含水費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQNMLSKKHKGFKB78CC,分租套房,無,1140216~1150215,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
北屯區,租賃房屋+車位,臺中市北屯區四平路５７６號２３樓之７,0.0,,,,1140127,土地0建物1車位2,二十三層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110728,188.86,3,2,2,有,有,有,40968,217,坡道平面,63.58,0,,RPRQMLTKKHKGFBB38CC,整棟(戶)出租,有,1140203~1150202,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
霧峰區,租賃房屋,臺中市霧峰區草湖路６２號６樓之８,0.0,,,,1140121,土地0建物0車位0,六層,13,住宅大樓(11層含以上有電梯),集合住宅,ＲＣ造、鋼骨造,0980120,21.8,9,0,9,有,有,有,7200,330,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLTKKHKGFIB58CC,分租套房,有,1130901~1140831,有,冷氣、冰箱、網路,一般代管
霧峰區,租賃房屋,臺中市霧峰區草湖路６２號１１樓之１,0.0,,,,1140124,土地0建物0車位0,十一層,13,住宅大樓(11層含以上有電梯),集合住宅,ＲＣ造、鋼骨造,0980120,21.8,7,0,7,有,有,有,6800,312,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLTKKHKGFIB68CC,分租套房,有,1140124~1140630,有,冷氣、冰箱、網路,一般代管
烏日區,租賃房屋,臺中市烏日區高鐵三路２１號１０樓之１,0.0,,,,1140121,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100621,126.75999999999999,2,2,1,有,有,有,16500,130,,0.0,0,未租賃車位，建物登記含有車位面積；,RPVOMLTKKHKGFIB66CC,整棟(戶)出租,有,1140201~1170131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
南屯區,租賃房屋,臺中市南屯區大墩十四街１９２之１號４樓,10.14,商,,,1140124,土地1建物1車位0,四層,8,辦公商業大樓,商業用,鋼筋混凝土造,0830824,74.6,0,0,0,無,有,無,19800,265,,0.0,0,租金總額含稅；,RPXNMLKLKHKGFCB97CC,,有,1140210~1150209,有,,
龍井區,租賃房屋+車位,臺中市龍井區沙田路六段３１５號１０樓之６,0.0,,,,1140124,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111107,113.8,2,1,1,有,有,無,16000,161,坡道平面,30.04,2500,社會住宅包租代管公會版。另有管理費2709元。多人共同承租2；,RPQNMLKLKHKGFKB08CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區東山路一段１９６之７號（３０３室）,0.0,,,,1140128,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0620530,28.0,16,0,15,有,無,有,9500,339,,0.0,0,,RPQNMLMLKHKGFBB37CC,分租套房,無,1140201~1150131,無,冷氣、熱水器、洗衣機,一般轉租
大里區,租賃房屋,臺中市大里區工業五路７６號,0.0,,,,1140130,土地0建物0車位0,全,4,透天厝,住宅．停車空間．梯間,鋼筋混凝土造,0940805,13.0,46,0,46,有,無,有,8800,677,,0.0,0,租金總額含水費；網路費；,RPPNMLQLKHKGFIB38CC,分租套房,無,1140201~1140615,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
太平區,租賃房屋,臺中市太平區永平南路４５號二樓之１７,0.0,,,,1140131,土地0建物1車位0,二層,4,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0970707,14.35,1,0,1,有,有,有,4200,293,,0.0,0,含增建或未登記建物；續租案件；,RPQNMLQLKHKGFJB58CC,獨立套房,有,1140201~1140731,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
